,business_id,cool,date,funny,review_id,stars,text,type,useful,user_id
1286,cpGv6ES2hzPCtCUQgipwXw,2,2011-11-09,3,hIY2ja4eqIskARCY7eD-_w,5,"Allow me to express my undying love for New Orleans Take-Out. 

I lived in Madison almost 8 years ago and have yet to find another shrimp po' boy even remotely close to the delicacy at NOTO. It's one of those hole in the wall places that looks scary and not hygienic on the outside but is completely amazing and totally worth it. 

I remember the first time my dad took me for a ""sandwich as big as yo head."" I had just taken the ACT as a 6th grader and afterwards all I was really capable of was mumbling simple sentences. I remember being surprised that dad wasn't kidding, the sandwich really was as big as my head. And that it was like, really awesome. My fam were instantly regulars.

8 years and 3 citites later, the search continues. I'm not even asking for a better sandwich (I don't think one exists), but one that's just as good (it seems like that doesn't exist either).

Oh and if this review sounds similar to the one by Sheena F. it's because she's my sister. It's a family obsession.",review,3,bJu5pXLZppRnKpNbTrIeFA
1308,V5S43vHLhHxKCb06Jwa3vw,0,2014-06-13,1,Aa5SlGswr5vAgbjJLc_-ug,5,"After taking my tea cup yorkie, Zoe, to Dr. Nothnagel, I will go nowhere else. He is very good with her and very knowledgable. I felt comfort knowing that she would be in Sandhill Pet Clinics care. Coming from Zoe, thank you thank you thank you !!!!",review,0,zR87AcRRHCsw13rE3UhpSQ
1323,wPidHd5FxspPRgVqdEQ-Xw,0,2012-10-13,1,2hh2uLI6kUFsCtTLVK5A_Q,5,"Pedros is a staple in the community.  A great place where you can bring family and friends to have a really good time.  The food is all made fresh, which is great.  For the price and the selection, you really can't beat it.

One other thing to mention...  Have had a group event at Pedro's - and also a couple events catered.  The catering menu is great - and they make it really easy.",review,0,vXdhpf3yihFoqn2i4SNF_Q
1364,yYIEKwgQUHJpySOcVdCAkg,0,2013-07-06,1,PGAanZX5seTD-BRqpmdlrA,5,"My wife introduced me to Perkins just this year and every time we've driven through 
Wisconsin, we've stopped at a Perkins. This was the 3rd Perkins that I've been to and have enjoyed the food and service every time.

We both ordered pancakes with a side of bacon. The food was very good and the service was even better.

My wife commented that either Perkins manages to hire the friendliest people or they have excellent training.",review,0,ZGg8H0qqzMHb7zAzmIvUDg
1396,5TQQy_x_ArR3_5L5L0fFVQ,0,2012-06-05,1,HjCzDlNMeojvfweHTmgeWg,5,i called Union Cab because they were offering FREE rides to the polls and back home today. I was so happy when i found that out because i had no idea where i was supposed to vote and Union cab really helped me out. The dispatchers were friendly and professional. They were also much faster than Badger Cab and the drivers were friendly and they didn't look like they just gotten out of prison like some of the Badger Cab drivers tend to look.,review,0,CRyOc3Njbf0jtRptTs5s2w
1406,5TQQy_x_ArR3_5L5L0fFVQ,1,2014-04-29,1,g4e-g9ht4QLS15yU-5jO5A,5,"I use Union Cab multiple times a month for work. They are timely, helpful and nice. I will continue using them.",review,0,HXjlVd6F3KHg0BpZicjlfQ
1442,ZjwZIQM4TfFO7T7ck7FtYQ,2,2009-09-25,6,p9lEvvMWcJ1yCAYaz7k68Q,5,THANK GOD! I am sick of co-ops. One shop for everything food. I like plastic bags and large carbon footprints. I'm not going to martyr myself and pay more for a smaller selection for some pinko environmentalist agenda.,review,2,4bsu8DLfDkBV84RKn6UmcA
1469,QMWdcByvCYCrs7-IQyr26w,4,2014-02-19,2,Duj1OmaNAvwKQ0hie2ouow,5,"These guys saved my bacon by literally giving me the fenders from their bike. Really.

For those of you that take the good time to read my mediocre reviews, you'll know that I recently bought a fat bike. And I love it. Really, really love it.

But, I don't particularly enjoy the amount of water and crud those huge tires sling around. After my last ride, it felt like I was carrying around an extra 10-lbs of salty water weight, primarily in my bike shorts. Memories of a dirty diaper came to mind... 

So, I set about looking for fenders. I visited several bike stores in the area, none had what I was looking for in stock. So, I went online and ordered a set from Amazon. Who, eventually e-mailed me a ""whoops, sorry, those aren't in stock after all"" message. Curses!

Then I remembered that Revolution was just around the corner from my house, so I quick raced over to see if they had a set of fenders. And they did! Win!!

But... they were installed on a bike that was on the show floor. Fail!!

I inquired if they had extra fenders in stock - nope. 

I inquired if they would be interested in selling the ones from the show floor bike - yep!

Win again!!

And, because the fenders had been ""used"" (for one ride), they gave me an unnecessary, but greatly appreciated discount. 

Talk about nice guys. Thank you!! 

Great selection of parts and accessories, as well as bikes of all shapes and sizes. I will be back. I promise!",review,3,oFhtzLhXS1iENWoBMdWk4w
1474,qTzXFsBjMmOQHeRrWnJYLg,0,2010-07-25,1,LFq4o1bAAtc0E202y29tjA,5,"Great prices, good selection that is constantly changing, and it's usually pretty busy.  What more can you ask from a used book store?

The staff is pretty nice, though it seems like every time I walk into the store, the music they're playing is some of the most god-awful foreign jazz stuff.",review,0,S_jsDw9WSy08lVBhXnux9w
1515,311yXufoXR2dFngMHS9MFg,0,2014-02-04,2,7E5bIaJl8GX1EUimBQDIUA,5,"Let me preface this by saying that I'm usually a Burger King guy (I like their mascot better, McDonald's is too funny looking).

However, my friend was in town, and I thought, ""why the heck not? live a little!"" so I brought her here.

On our way to McDonald's, also known as ""Mickey D's"" in other areas, I begin to worry that maybe I should have called to reserve a table in advance.

However, upon arriving, we were pleasantly surprised to find no line!! 

We did wait a minute or two to be seated, but apparently, this is one of those seat yourself places.  

As I approached the front, I was immediately mesmerized by their huge selection of burgers. Their menu ranged from McSingles to McDoubles to even McTriples!! They also had a dollar menu consisting of items costing $1.07 after tax. 

I decided to go with their house special, The Big Mac, and their seasonal Chicken ""McNugget"" Pieces.

When I opened up my box of chicken nuggets, the pale-golden/yellow skin indicated that it had just came out of the storage unit next to the fryer. 
 
As the freshness evaporated with every bite, I really began to taste all the other kinds of meat that went into making the nuggets. I think I even tasted some pork, but don't take my word for it. 

Oh my God and then you have the dipping sauces! These little containers held the perfect blend of artificial sweetener and manufactured taste  

As I eagerly unwrapped my Big Mac, I was slightly disappointed to find that it wasn't as advertised (the picture on the display made it seem a lot bigger!!). Oh well.

I would really like to commend the chef on making the buns just how I like them, extremely soggy. I was even more impressed that the soggy, limp buns were able to maintain their round form. This is some pretty advanced cooking technique!!

Anyways, as I bit into my Big Mac, the first thing I tasted was the mayo. Actually, it was the only thing I tasted, but it was some damn good mayo. 

Finally, if you're watching your waistline, they have a plethora of drink options. Choices like Diet Coke, Diet Coke Zero, Sugar-free Diet Coke Zero, etc... ensures that there's a perfect diet drink for everyone. 

PS: Perfect date spot for Valentine's Day. Highly recommended!!",review,0,lZq-CaPk58whjRxjnLIPQg
1531,DPViYrvLCByFRQBl90TLsg,2,2012-07-03,1,6AckA74jDIeZhdY3UE2njQ,5,"OUTSTANDING IN EVERY WAY. 

Darlene is the owner and #1 World Champion Queen of the Alteration Universe. I really cannot say enough good things about her. Her friendliness, dedication, and skill are unmatched. 

I started taking my dress pants here to be taken up almost 8 years ago when I was still in school at Ye Olde UW. At the time, it seemed a pretty far way to go for an alteration place (ALL the way on the east side LOL). But after the first experience, I would never go anywhere else. 

I took my wedding dress here for alterations too. As expected, a fantastic job. Now that I live 3 states away, I still bring stuff with me when I visit and have her ship it back to me! Yes, this place is THAT good. Friendly, prompt service, and very reasonable prices. 

Darlene and her staff (one other person who I've never met but must be equally as amazing), are just the BOMB plain and simple. Never had a problem with anything done here. Back in the day Alterred States was just a teensy little store in a strip mall on Northport. Now, she's taken over the big middle part! Just goes to show I'm not the only (extremely fanatic) satisfied customer! 

Best spot ever. Take your stuff here. You won't be disappointed.",review,3,4-F_5hXfiGITOwBRr9cGVw
1539,rgyvl8tNVAony634_9vFdQ,0,2014-02-22,1,M6QldncnFoUorev7txg47w,5,"Easily the best TB in Madison (though with State St and University/Segoe closed, it's not much of a competition). Everything is made very well, very fresh, and very fast. Great service. The location rocks too right between 30 and Milwaukee. No complaints and this one is much less sketchy than the one on Park.",review,0,JTqZ-akruDaeRADKPoEgXQ
1549,v5a-Mj4eO1E--HmgwEWo7A,1,2011-03-16,1,fEZjMdvXWgLnybKLrN4UqQ,5,"Red Lobster is  consistently excellent. The Biscuits may be a draw for some ,(altho I can only eat one myself). 
I go back over and over because of the great staff, the impeccable Long Island Iced Teas and the always Hot Steamy Perfect  FRESH Lobster. Our Madison Red Lobster aims to please like no other chain in town. The menu is extensive and never disappointing.
I am thrilled to have them here. Worth the time and money, every visit.",review,1,AnW3hjm3lkvx8usob_YjzQ
1608,HTplzElel_F_U_qhWuDKdg,1,2014-02-24,2,4aCDL5Yb3zhqXhmcLpMQAg,5,"I love Dexter's. It's a short walk away, so I go there a lot. I've been there dozens of times.

Their daily specials are usually what I check out, and they come with a cup of soup. And that soup is usually amazing. Their chili is always fantastic. Their fish fry is also very good. They have a beef brisket sandwich called the BBLT that is always really good.

They have plenty of beer on tap, and plenty of televisions for your viewing pleasure. The staff is always friendly and willing to recommend something.",review,4,Azs2WnrEAVqTikVB2D3WmA
1683,a933ecROIB44zhzos11YTg,0,2013-03-08,2,-VThjQ116DZ71fFnoKJ8_Q,5,This flower shop and garden supply center is just beautiful. Friendly staff that take a moment to answer your questions. The best selection of new indoor and outdoor plants in the mad city area.,review,0,sLC3IdsYUjcS-idx6aTE7A
